Assembly Accession	Organism Name	Organism Taxonomic ID	Assembly BioProject Accession	Assembly BioSample Accession	Assembly Name	Organism Infraspecific Names Strain	Assembly BioSample Strain 	Assembly Sequencing Tech	Assembly Stats Total Number of Chromosomes	Assembly Stats Total Sequence Length	Assembly Stats Genome Coverage	Assembly BioSample Project name  	Run Accession	Instrument Platform	CheckM completeness	CheckM contamination	CheckM completeness percentile
GCF_016889085.1	Escherichia coli	562	PRJNA231221	SAMN16357398	ASM1688908v1	FDAARGOS_1256	FDAARGOS_1256	Illumina;PacBio	2	5192539	674.3		SRR13182811	PACBIO_SMRT	99.15	0.44	61.98026
GCF_016889105.1	Escherichia coli	562	PRJNA231221	SAMN16357396	ASM1688910v1	FDAARGOS_1254	FDAARGOS_1254	Illumina;PacBio	6	4892135	740.3		SRR13182788	PACBIO_SMRT	98.91	0.26	42.017807
GCF_016889125.1	Escherichia coli	562	PRJNA231221	SAMN16357391	ASM1688912v1	FDAARGOS_1249	FDAARGOS_1249	Illumina;PacBio	11	5232296	864.3		SRR13182690	PACBIO_SMRT	98.6	0.15	26.287615
GCF_016889185.1	Escherichia coli	562	PRJNA231221	SAMN16357399	ASM1688918v1	FDAARGOS_1257	FDAARGOS_1257	Illumina;PacBio	2	5311839	996.2		SRR13182824	PACBIO_SMRT	99.06	0.49	55.75361
GCF_016889265.1	Escherichia coli	562	PRJNA231221	SAMN16357406	ASM1688926v1	FDAARGOS_1264	FDAARGOS_1264	Illumina;PacBio	7	5041884	990.9		SRR13182992	PACBIO_SMRT	98.91	0.51	42.017807
GCF_016889325.1	Escherichia coli	562	PRJNA231221	SAMN16357400	ASM1688932v1	FDAARGOS_1258	FDAARGOS_1258	Illumina;PacBio	2	5231008	840.3		SRR13182826	PACBIO_SMRT	98.85	0.33	37.239086
GCF_016889605.1	Escherichia coli	562	PRJNA231221	SAMN16357410	ASM1688960v1	FDAARGOS_1268	FDAARGOS_1268	Illumina;PacBio	3	5008697	905.9		SRR13183037	PACBIO_SMRT	99.27	1.07	72.37598
GCF_016889625.1	Escherichia coli	562	PRJNA231221	SAMN16357404	ASM1688962v1	FDAARGOS_1262	FDAARGOS_1262	Illumina;PacBio	1	5225337	1004.2		SRR13182988	PACBIO_SMRT	99.19	0.45	65.38726
GCF_016889685.1	Escherichia coli	562	PRJNA231221	SAMN16357409	ASM1688968v1	FDAARGOS_1267	FDAARGOS_1267	Illumina;PacBio	4	5434756	843.8		SRR13183021	PACBIO_SMRT	98.75	0.53	32.313526
GCF_016889725.1	Escherichia coli	562	PRJNA231221	SAMN16357394	ASM1688972v1	FDAARGOS_1252	FDAARGOS_1252	Illumina;PacBio	4	5438144	888.4		SRR13182720	PACBIO_SMRT	98.89	1.32	39.815247
GCF_016889845.1	Escherichia coli	562	PRJNA231221	SAMN16357390	ASM1688984v1	FDAARGOS_1248	FDAARGOS_1248	Illumina;PacBio	7	5066485	947.1		SRR13182675	PACBIO_SMRT	99.13	0.84	60.63456
GCF_016889865.1	Escherichia coli	562	PRJNA231221	SAMN16357395	ASM1688986v1	FDAARGOS_1253	FDAARGOS_1253	Illumina;PacBio	9	4695402	1090.9		SRR13182722	PACBIO_SMRT	99.23	0.18	68.65114
GCF_016889905.1	Escherichia coli	562	PRJNA231221	SAMN16357401	ASM1688990v1	FDAARGOS_1259	FDAARGOS_1259	Illumina;PacBio	4	5224343	699.4		SRR13182830	PACBIO_SMRT	99.11	1.08	59.169903
GCF_016890005.1	Escherichia coli	562	PRJNA231221	SAMN16357392	ASM1689000v1	FDAARGOS_1250	FDAARGOS_1250	Illumina;PacBio	11	5058561	770.2		SRR13182691	PACBIO_SMRT	99.41	0.67	83.7977
GCF_016890045.1	Escherichia coli	562	PRJNA231221	SAMN16357407	ASM1689004v1	FDAARGOS_1265	FDAARGOS_1265	Illumina;PacBio	3	5425278	843.0		SRR13182994	PACBIO_SMRT	98.26	0.51	15.806397
GCF_016890105.1	Escherichia coli	562	PRJNA231221	SAMN16357408	ASM1689010v1	FDAARGOS_1266	FDAARGOS_1266	Illumina;PacBio	4	5215978	586.9		SRR13183023	PACBIO_SMRT	98.69	0.67	29.50131
GCF_016903275.1	Escherichia coli	562	PRJNA231221	SAMN16357424	ASM1690327v1	FDAARGOS_1282	FDAARGOS_1282	Illumina;PacBio	9	5282986	976.6		SRR13670662	PACBIO_SMRT	99.18	0.46	64.67538
GCF_016903315.1	Escherichia coli	562	PRJNA231221	SAMN16357431	ASM1690331v1	FDAARGOS_1289	FDAARGOS_1289	Illumina;PacBio	8	5526202	1351.2		SRR13673679	PACBIO_SMRT	98.91	1.21	42.017807
GCF_016903335.1	Escherichia coli	562	PRJNA231221	SAMN16357437	ASM1690333v1	FDAARGOS_1295	FDAARGOS_1295	Illumina;PacBio	2	5142344	881.4		SRR13673801	PACBIO_SMRT	99.24	0.21	70.50984
GCF_016903375.1	Escherichia coli	562	PRJNA231221	SAMN16357428	ASM1690337v1	FDAARGOS_1286	FDAARGOS_1286	Illumina;PacBio	8	5168953	1520.7		SRR13672888	PACBIO_SMRT	99.35	0.82	78.70672
GCF_016903435.1	Escherichia coli	562	PRJNA231221	SAMN16357444	ASM1690343v1	FDAARGOS_1302	FDAARGOS_1302	Illumina;PacBio	5	5130876	1342.1		SRR13673895	PACBIO_SMRT	98.98	0.41	47.831825
GCF_016903535.1	Escherichia coli	562	PRJNA231221	SAMN16357515	ASM1690353v1	FDAARGOS_1373	FDAARGOS_1373	Illumina;PacBio	1	4825083	932.8		SRR13670814	PACBIO_SMRT	98.63	0.39	27.367521
GCF_016903595.1	Escherichia coli	562	PRJNA231221	SAMN16357421	ASM1690359v1	FDAARGOS_1279	FDAARGOS_1279	Illumina;PacBio	4	5346695	1146.0		SRR13670131	PACBIO_SMRT	99.31	0.41	75.4577
GCF_016903615.1	Escherichia coli	562	PRJNA231221	SAMN16357446	ASM1690361v1	FDAARGOS_1304	FDAARGOS_1304	Illumina;PacBio	2	5274569	1260.3		SRR13673900	PACBIO_SMRT	99.13	0.74	60.63456
GCF_016903615.1	Escherichia coli	562	PRJNA231221	SAMN16357446	ASM1690361v1	FDAARGOS_1304	FDAARGOS_1304	Illumina;PacBio	2	5274569	1260.3		SRR13673901	PACBIO_SMRT	99.13	0.74	60.63456
GCF_016903815.1	Escherichia coli	562	PRJNA231221	SAMN16357422	ASM1690381v1	FDAARGOS_1280	FDAARGOS_1280	Illumina;PacBio	8	5496727	1041.8		SRR13670135	PACBIO_SMRT	98.4	0.8	19.65391
GCF_016903835.1	Escherichia coli	562	PRJNA231221	SAMN16357441	ASM1690383v1	FDAARGOS_1299	FDAARGOS_1299	Illumina;PacBio	2	5170636	797.2		SRR13673851	PACBIO_SMRT	99.16	0.21	62.88545
GCF_016903855.1	Escherichia coli	562	PRJNA231221	SAMN16357433	ASM1690385v1	FDAARGOS_1291	FDAARGOS_1291	Illumina;PacBio	10	5232231	1725.2		SRR13673743	PACBIO_SMRT	98.19	0.24	14.358469
GCF_016903915.1	Escherichia coli	562	PRJNA231221	SAMN16357442	ASM1690391v1	FDAARGOS_1300	FDAARGOS_1300	Illumina;PacBio	11	5457554	1255.1		SRR13673891	PACBIO_SMRT	99.02	0.58	53.39678
GCF_016903935.1	Escherichia coli	562	PRJNA231221	SAMN16357430	ASM1690393v1	FDAARGOS_1288	FDAARGOS_1288	Illumina;PacBio	8	5681879	1384.7		SRR13673605	PACBIO_SMRT	98.71	1.36	30.557053
GCF_016903995.1	Escherichia coli	562	PRJNA231221	SAMN16357479	ASM1690399v1	FDAARGOS_1337	FDAARGOS_1337	Illumina;PacBio	11	4967391	909.5		SRR13669978	PACBIO_SMRT	99.22	0.61	68.15301
GCF_016904055.1	Escherichia coli	562	PRJNA231221	SAMN16357435	ASM1690405v1	FDAARGOS_1293	FDAARGOS_1293	Illumina;PacBio	3	5140750	1284.2		SRR13673796	PACBIO_SMRT	99.23	0.18	68.65114
GCF_016904075.1	Escherichia coli	562	PRJNA231221	SAMN16357445	ASM1690407v1	FDAARGOS_1303	FDAARGOS_1303	Illumina;PacBio	2	5292431	1528.8		SRR13673898	PACBIO_SMRT	99.17	0.21	63.931896
GCF_016904115.1	Escherichia coli	562	PRJNA231221	SAMN16357432	ASM1690411v1	FDAARGOS_1290	FDAARGOS_1290	Illumina;PacBio	9	5206932	1253.2		SRR13673738	PACBIO_SMRT	98.99	0.76	48.887566
GCF_016904175.1	Escherichia coli	562	PRJNA231221	SAMN16357514	ASM1690417v1	FDAARGOS_1372	FDAARGOS_1372	Illumina;PacBio	3	4823526	707.1		SRR13672845	PACBIO_SMRT	99.07	0.18	56.1997
GCF_016904195.1	Escherichia coli	562	PRJNA231221	SAMN16357438	ASM1690419v1	FDAARGOS_1296	FDAARGOS_1296	Illumina;PacBio	3	5000651	773.8		SRR13673803	PACBIO_SMRT	99.14	0.33	61.240498
GCF_016904235.1	Escherichia coli	562	PRJNA231221	SAMN16357429	ASM1690423v1	FDAARGOS_1287	FDAARGOS_1287	Illumina;PacBio	6	5544873	1324.2		SRR13672950	PACBIO_SMRT	99.29	1.56	73.96331
GCF_016904255.1	Escherichia coli	562	PRJNA231221	SAMN16357513	ASM1690425v1	FDAARGOS_1371	FDAARGOS_1371	Illumina;PacBio	6	5140426	751.4		SRR13670650	PACBIO_SMRT	99.28	0.58	73.26816
GCF_016904335.1	Escherichia coli	562	PRJNA231221	SAMN16357512	ASM1690433v1	FDAARGOS_1370	FDAARGOS_1370	Illumina;PacBio	6	5343218	1046.8		SRR13670661	PACBIO_SMRT	99.28	1.1	73.26816
GCF_016904395.1	Escherichia coli	562	PRJNA231221	SAMN16357419	ASM1690439v1	FDAARGOS_1277	FDAARGOS_1277	Illumina;PacBio	2	4751330	842.7		SRR13670065	PACBIO_SMRT	98.52	0.34	23.33228
GCF_016904435.1	Escherichia coli	562	PRJNA231221	SAMN16357443	ASM1690443v1	FDAARGOS_1301	FDAARGOS_1301	Illumina;PacBio	4	5205234	1375.4		SRR13673893	PACBIO_SMRT	99.21	0.41	67.4783
GCF_016904455.1	Escherichia coli	562	PRJNA231221	SAMN16357440	ASM1690445v1	FDAARGOS_1298	FDAARGOS_1298	Illumina;PacBio	9	5365154	963.3		SRR13673806	PACBIO_SMRT	98.98	0.78	47.831825
GCF_016904475.1	Escherichia coli	562	PRJNA231221	SAMN16357434	ASM1690447v1	FDAARGOS_1292	FDAARGOS_1292	Illumina;PacBio	8	5120593	1353.3		SRR13673794	PACBIO_SMRT	98.95	0.78	45.192467
GCF_016904495.1	Escherichia coli	562	PRJNA231221	SAMN16357423	ASM1690449v1	FDAARGOS_1281	FDAARGOS_1281	Illumina;PacBio	12	5590265	973.4		SRR13670628	PACBIO_SMRT	99.34	1.24	77.217896
GCF_016904535.1	Escherichia coli	562	PRJNA231221	SAMN16357439	ASM1690453v1	FDAARGOS_1297	FDAARGOS_1297	Illumina;PacBio	3	5183774	728.8		SRR13673805	PACBIO_SMRT	99.24	0.21	70.50984
GCF_016904555.1	Escherichia coli	562	PRJNA231221	SAMN16357427	ASM1690455v1	FDAARGOS_1285	FDAARGOS_1285	Illumina;PacBio	6	5189441	1142.8		SRR13672859	PACBIO_SMRT	97.09	0.32	5.055668
GCF_016904575.1	Escherichia coli	562	PRJNA231221	SAMN16357418	ASM1690457v1	FDAARGOS_1276	FDAARGOS_1276	Illumina;PacBio	1	5082423	963.6		SRR13670000	PACBIO_SMRT	99.44	0.55	85.87387
GCF_016904615.1	Escherichia coli	562	PRJNA231221	SAMN16357425	ASM1690461v1	FDAARGOS_1283	FDAARGOS_1283	Illumina;PacBio	7	5214956	868.6		SRR13672846	PACBIO_SMRT	98.76	0.83	32.675972
GCF_016904655.1	Escherichia coli	562	PRJNA231221	SAMN16357426	ASM1690465v1	FDAARGOS_1284	FDAARGOS_1284	Illumina;PacBio	2	5067769	1023.9		SRR13672856	PACBIO_SMRT	98.27	0.45	16.008997
GCF_017088405.1	Escherichia coli	562	PRJNA599529	SAMN17807537	ASM1708840v1	99COLEC	99COLEC	ONT	4	4947804	548.0		SRR13766680	OXFORD_NANOPORE	98.86	0.75	37.915653
GCF_017088425.1	Escherichia coli	562	PRJNA599529	SAMN17807536	ASM1708842v1	88COLEC	88COLEC	ONT	8	5157225	367.0		SRR13766682	OXFORD_NANOPORE	98.42	1.19	20.28215
GCF_017088445.1	Escherichia coli	562	PRJNA599529	SAMN17807534	ASM1708844v1	40EC	40EC	ONT	10	5254905	378.0		SRR13766701	OXFORD_NANOPORE	99.08	0.82	57.14392
GCF_017088465.1	Escherichia coli	562	PRJNA599529	SAMN17807535	ASM1708846v1	65COLEC	65COLEC	ONT	6	5055327	363.0		SRR13766684	OXFORD_NANOPORE	99.21	0.82	67.4783
GCF_017088485.1	Escherichia coli	562	PRJNA599529	SAMN17807533	ASM1708848v1	30COLEC	30COLEC	ONT	5	4761190	454.0		SRR13766723	OXFORD_NANOPORE	99.25	0.4	71.16968
GCF_017356665.1	Escherichia coli	562	PRJNA669570	SAMN16443699	ASM1735666v1	UPEC129	UPEC129	Illumina;PacBio	3	5133980	50.0		SRR12831697	PACBIO_SMRT	99.05	0.7	55.084476
GCF_017357565.1	Escherichia coli	562	PRJNA557687	SAMN12418785	ASM1735756v1	RM9513	RM9513	PacBio	2	4708750	68.6		SRR9953689	PACBIO_SMRT	98.45	0.2	21.291426
GCF_017357765.1	Escherichia coli	562	PRJNA557687	SAMN12419043	ASM1735776v1	RM14516	RM14516	PacBio	2	5065521	93.1		SRR9948718	PACBIO_SMRT	98.86	0.61	37.915653
GCF_017579865.1	Escherichia coli	562	PRJNA554345	SAMN12263369	ASM1757986v1	AR Bank #0346	AR Bank #0346	Illumina;PacBio	3	4885435	256.0		SRR13296942	PACBIO_SMRT	98.26	1.75	15.806397
GCF_017579865.1	Escherichia coli	562	PRJNA554345	SAMN12263369	ASM1757986v1	AR Bank #0346	AR Bank #0346	Illumina;PacBio	3	4885435	256.0		SRR13296938	PACBIO_SMRT	98.26	1.75	15.806397
GCF_017579865.1	Escherichia coli	562	PRJNA554345	SAMN12263369	ASM1757986v1	AR Bank #0346	AR Bank #0346	Illumina;PacBio	3	4885435	256.0		SRR13296939	PACBIO_SMRT	98.26	1.75	15.806397
GCF_017638965.1	Escherichia coli	562	PRJNA689691	SAMN17214848	ASM1763896v1	SBF45	SBF45	ONT	3	4824765	100.0		SRR13358233	OXFORD_NANOPORE	99.23	0.42	68.65114
GCF_017638985.1	Escherichia coli	562	PRJNA689691	SAMN17214847	ASM1763898v1	SBF22	SBF22	ONT	6	5221827	100.0		SRR13358234	OXFORD_NANOPORE	97.48	0.79	6.8288693
GCF_017639005.1	Escherichia coli	562	PRJNA689691	SAMN17214846	ASM1763900v1	P19_598	P19_598	ONT	4	5208004	100.0		SRR13358235	OXFORD_NANOPORE	99.27	1.14	72.37598
GCF_017639025.1	Escherichia coli	562	PRJNA689691	SAMN17214845	ASM1763902v1	OW1E2	OW1E2	ONT	5	5014164	100.0		SRR13358212	OXFORD_NANOPORE	99.15	0.38	61.98026
GCF_017639045.1	Escherichia coli	562	PRJNA689691	SAMN17214844	ASM1763904v1	ESBL_DR28	ESBL_DR28	ONT	5	4991508	100.0		SRR13358213	OXFORD_NANOPORE	98.37	0.94	18.720842
GCF_017639105.1	Escherichia coli	562	PRJNA689691	SAMN17214841	ASM1763910v1	ABW_S38	ABW_S38	ONT	9	5159527	100.0		SRR13358216	OXFORD_NANOPORE	98.83	1.77	36.175907
GCF_017639125.1	Escherichia coli	562	PRJNA689691	SAMN17214839	ASM1763912v1	ABW_A33	ABW_A33	ONT	4	4859353	100.0		SRR13358218	OXFORD_NANOPORE	98.22	0.31	15.00158
GCF_017639145.1	Escherichia coli	562	PRJNA689691	SAMN17214838	ASM1763914v1	ABW_A32	ABW_A32	ONT	4	4805372	100.0		SRR13358225	OXFORD_NANOPORE	98.22	0.23	15.00158
GCF_017639165.1	Escherichia coli	562	PRJNA689691	SAMN17214836	ASM1763916v1	027_SK3	027_SK3	ONT	7	5145496	100.0		SRR13358237	OXFORD_NANOPORE	98.84	2.09	36.74095
GCF_017639185.1	Escherichia coli	562	PRJNA689691	SAMN17214837	ASM1763918v1	ABW_A19	ABW_A19	ONT	4	5598951	100.0		SRR13358236	OXFORD_NANOPORE	98.63	2.73	27.367521
GCF_018071945.1	Escherichia coli	562	PRJNA812595	SAMN15907123	ASM1807194v2	2020CK-00188	2020CK-00188	ONT	10	5013378	20.0		SRR21449969	OXFORD_NANOPORE	98.77	1.08	33.417595
GCF_018323825.1	Escherichia coli	562	PRJDB11508	SAMD00297130	ASM1832382v1	Ec387	Ec387	Illumina;ONT	3	5153318	150.0	Whole genome sequence of antibiotic resistance Enterobacter spp. derived from dogs	DRR286857	OXFORD_NANOPORE	98.87	2.32	38.57735
GCF_018798845.1	Escherichia coli	562	PRJNA734472	SAMN19493560	ASM1879884v1	AVS0096	AVS0096	Illumina;ONT	4	5092092	125.0		SRR14710796	OXFORD_NANOPORE	98.86	0.74	37.915653
GCF_019086825.1	Escherichia coli	562	PRJNA728863	SAMN19105266	ASM1908682v1	702/18	702/18	Illumina;ONT	6	5553029	163.0		SRR14506600	OXFORD_NANOPORE	98.08	2.49	12.3678
GCF_019091005.1	Escherichia coli	562	PRJNA739030	SAMN19769895	ASM1909100v1	ST865	ST865	Illumina;PacBio	3	4944083	300.0		SRR15291771	PACBIO_SMRT	99.51	0.32	92.935074
GCF_019192625.2	Escherichia coli	562	PRJNA740136	SAMN19820927	ASM1919262v2	JM83	JM83	Illumina;ONT	1	4558296	433.0		SRR23884832	OXFORD_NANOPORE	97.99	0.15	11.103883
GCF_019426265.1	Escherichia coli	562	PRJNA684578	SAMN17168893	ASM1942626v1	Ec-FL1-1X	Ec-FL1-1X	Illumina;ONT	3	5388261	1.0		SRR13310978	OXFORD_NANOPORE	99.08	0.86	57.14392
GCF_019443605.1	Escherichia coli	562	PRJNA610084	SAMN14277528	ASM1944360v1	UPEC-455U/190220	UPEC-455U/190220	Illumina;ONT	6	5192928	286.6		SRR11252623	OXFORD_NANOPORE	98.99	0.39	48.887566
GCF_019443685.1	Escherichia coli	562	PRJNA610084	SAMN14277526	ASM1944368v1	UPEC-774U/190308	UPEC-774U/190308	Illumina;ONT	5	5107728	189.5		SRR11252627	OXFORD_NANOPORE	98.99	0.33	48.887566
GCF_019551815.1	Escherichia coli	562	PRJNA689933	SAMN17256769	ASM1955181v1	CY708	CY708	Illumina;PacBio	2	4693401	480.0		SRR13494979	PACBIO_SMRT	98.19	0.15	14.358469
GCF_019551835.1	Escherichia coli	562	PRJNA689933	SAMN17256768	ASM1955183v1	CY706	CY706	Illumina;PacBio	2	4737315	508.0		SRR13494981	PACBIO_SMRT	98.52	0.15	23.33228
GCF_019551855.1	Escherichia coli	562	PRJNA689933	SAMN17221995	ASM1955185v1	CY598	CY598	Illumina;PacBio	2	4756271	468.0		SRR13494983	PACBIO_SMRT	98.52	0.15	23.33228
GCF_019585465.2	Escherichia coli	562	PRJNA548004	SAMN11997563	STEC10	10	10	Illumina;ONT	4	5147272	90.0		SRR27967205	OXFORD_NANOPORE	99.43	0.6	85.137825
GCF_019585545.2	Escherichia coli	562	PRJNA548004	SAMN11997559	STEC2	MDP9-27	MDP9-27	Illumina;ONT	3	5121455	80.0		SRR27967207	OXFORD_NANOPORE	99.34	0.71	77.217896
GCF_019585785.2	Escherichia coli	562	PRJNA548004	SAMN11997551	STEC3	EH53	EH53	Illumina;ONT	2	5166098	90.0		SRR27967206	OXFORD_NANOPORE	99.51	0.6	92.935074
GCF_019614825.1	Escherichia coli	562	PRJNA739030	SAMN19769896	ASM1961482v1	ST866	ST866	Illumina;PacBio	3	4944441	300.0		SRR15291770	PACBIO_SMRT	99.51	0.32	92.935074
GCF_019890835.1	Escherichia coli	562	PRJNA758822	SAMN21037614	ASM1989083v1	VCSW5	VCSW5	Illumina;ONT	2	4852968	102.0		SRR21680729	OXFORD_NANOPORE	99.53	0.35	95.43131
GCF_019890855.1	Escherichia coli	562	PRJNA758822	SAMN21038243	ASM1989085v1	VCSW7	VCSW7	Illumina;ONT	2	4820944	51.0		SRR21680731	OXFORD_NANOPORE	99.4	0.36	82.86649
GCF_019891035.1	Escherichia coli	562	PRJNA758815	SAMN21036792	ASM1989103v1	AL.H8	AL.H8	Illumina;ONT	2	4809461	84.0		SRR19975622	OXFORD_NANOPORE	99.47	0.32	88.62103
GCF_019915505.1	Escherichia coli	562	PRJNA754843	SAMN20982449	ASM1991550v1	SCAID URN1-2021 (19/278)	SCAID URN1-2021 (19/278)	PacBio	3	5362922	362.0		SRR15674698	PACBIO_SMRT	98.97	0.35	47.300236
GCF_019915525.1	Escherichia coli	562	PRJNA754843	SAMN20982447	ASM1991552v1	SCAID WND1-2021 (1/128)	SCAID WND1-2021 (1/128)	PacBio	2	5636010	334.0		SRR15674704	PACBIO_SMRT	98.91	1.3	42.017807
GCF_019915545.1	Escherichia coli	562	PRJNA754843	SAMN20982448	ASM1991554v1	SCAID WND2-2021 (3/145)	SCAID WND2-2021 (3/145)	PacBio	4	5411762	397.0		SRR15674703	PACBIO_SMRT	98.72	0.58	31.083065
GCF_019969485.1	Escherichia coli	562	PRJNA716667	SAMN18446027	ASM1996948v1	0H15	0H15	ONT	7	5470261	136.0		SRR14347927	OXFORD_NANOPORE	99.03	3.4	53.959965
GCF_019969505.1	Escherichia coli	562	PRJNA716667	SAMN18446028	ASM1996950v1	0H18	0H18	ONT	7	5473007	78.0		SRR14347926	OXFORD_NANOPORE	99.03	3.4	53.959965
GCF_019969525.1	Escherichia coli	562	PRJNA716667	SAMN18446029	ASM1996952v1	0H23	0H23	ONT	6	5457970	95.0		SRR14347925	OXFORD_NANOPORE	99.03	3.4	53.959965
GCF_019969545.1	Escherichia coli	562	PRJNA716667	SAMN18446030	ASM1996954v1	0H24	0H24	ONT	8	5501496	53.0		SRR14347924	OXFORD_NANOPORE	99.03	3.4	53.959965
GCF_019969565.1	Escherichia coli	562	PRJNA716667	SAMN18446031	ASM1996956v1	0H25	0H25	ONT	8	5491830	76.0		SRR14347923	OXFORD_NANOPORE	99.03	3.4	53.959965
GCF_019969585.1	Escherichia coli	562	PRJNA716667	SAMN18446032	ASM1996958v1	0H26	0H26	ONT	9	5509074	111.0		SRR14347922	OXFORD_NANOPORE	99.03	3.4	53.959965
GCF_019969605.1	Escherichia coli	562	PRJNA716667	SAMN18446033	ASM1996960v1	CT01	CT01	ONT	5	5085933	78.0		SRR14347944	OXFORD_NANOPORE	96.97	2.36	4.676493
GCF_019969625.1	Escherichia coli	562	PRJNA716667	SAMN18446034	ASM1996962v1	CT02	CT02	ONT	3	4925229	74.0		SRR14347943	OXFORD_NANOPORE	99.23	1.24	68.65114
GCF_019969645.1	Escherichia coli	562	PRJNA716667	SAMN18446035	ASM1996964v1	AH02	AH02	ONT	5	5085983	68.0		SRR14347947	OXFORD_NANOPORE	96.97	2.36	4.676493
GCF_019970895.1	Escherichia coli	562	PRJNA716667	SAMN18446042	ASM1997089v1	CX08	CX08	ONT	1	4866875	71.0		SRR14347937	OXFORD_NANOPORE	97.15	1.28	5.3158865
GCF_019970955.1	Escherichia coli	562	PRJNA716667	SAMN18446044	ASM1997095v1	CX12	CX12	ONT	1	4868473	84.0		SRR14347935	OXFORD_NANOPORE	97.15	1.28	5.3158865
GCF_019970975.1	Escherichia coli	562	PRJNA716667	SAMN18446036	ASM1997097v1	AH04	AH04	ONT	5	5049771	65.0		SRR14347946	OXFORD_NANOPORE	96.97	2.26	4.676493
GCF_019970995.1	Escherichia coli	562	PRJNA716667	SAMN18446037	ASM1997099v1	AH21	AH21	ONT	2	4811687	119.0		SRR14347945	OXFORD_NANOPORE	99.16	1.12	62.88545
GCF_019971015.1	Escherichia coli	562	PRJNA716667	SAMN18446038	ASM1997101v1	CX04	CX04	ONT	6	5247667	88.0		SRR14347942	OXFORD_NANOPORE	99.08	1.68	57.14392
GCF_019971035.1	Escherichia coli	562	PRJNA716667	SAMN18446039	ASM1997103v1	CX05	CX05	ONT	5	5197627	138.0		SRR14347941	OXFORD_NANOPORE	99.08	1.68	57.14392
GCF_019971055.1	Escherichia coli	562	PRJNA716667	SAMN18446041	ASM1997105v1	CX07	CX07	ONT	5	5197714	82.0		SRR14347938	OXFORD_NANOPORE	99.08	1.68	57.14392
GCF_019971075.1	Escherichia coli	562	PRJNA716667	SAMN18446046	ASM1997107v1	CX15	CX15	ONT	6	5216002	92.0		SRR14347933	OXFORD_NANOPORE	99.08	1.68	57.14392
GCF_019971115.1	Escherichia coli	562	PRJNA716667	SAMN18446050	ASM1997111v1	CX21	CX21	ONT	5	5228028	112.0		SRR14347928	OXFORD_NANOPORE	99.08	1.68	57.14392
GCF_020023255.1	Escherichia coli	562	PRJNA731904	SAMN19299915	ASM2002325v1	K-12 substr. AB1157	K-12 substr. AB1157	Illumina;ONT	1	4590098	1105.0		SRR14876242	OXFORD_NANOPORE	98.61	0.15	26.692812
GCF_020023255.1	Escherichia coli	562	PRJNA731904	SAMN19299915	ASM2002325v1	K-12 substr. AB1157	K-12 substr. AB1157	Illumina;ONT	1	4590098	1105.0		SRR14876243	OXFORD_NANOPORE	98.61	0.15	26.692812
GCF_020149605.1	Escherichia coli	562	PRJNA762553	SAMN21398205	ASM2014960v1	NDM4	NDM4	ONT	3	4902558	330.0		SRR15859213	OXFORD_NANOPORE	98.01	0.35	11.418003
GCF_020149625.1	Escherichia coli	562	PRJNA762553	SAMN21398207	ASM2014962v1	NDM5	NDM5	ONT	5	5017598	285.0		SRR15859207	OXFORD_NANOPORE	98.33	0.89	17.657665
GCF_020149645.1	Escherichia coli	562	PRJNA762553	SAMN21398202	ASM2014964v1	NDM1	NDM1	ONT	9	5249684	67.0		SRR15859209	OXFORD_NANOPORE	99.11	0.42	59.169903
GCF_020149665.1	Escherichia coli	562	PRJNA762553	SAMN21398203	ASM2014966v1	NDM2	NDM2	ONT	4	4958906	63.0		SRR15859217	OXFORD_NANOPORE	98.05	1.22	11.945874
GCF_020149685.1	Escherichia coli	562	PRJNA762553	SAMN21398204	ASM2014968v1	NDM3	NDM3	ONT	4	4954894	277.0		SRR15859215	OXFORD_NANOPORE	98.3	0.35	16.811954
GCF_020149705.1	Escherichia coli	562	PRJNA762553	SAMN21398206	ASM2014970v1	NDM6	NDM6	ONT	5	5003849	234.0		SRR15859211	OXFORD_NANOPORE	97.14	0.7	5.2768536
GCF_020388055.1	Escherichia coli	562	PRJNA716667	SAMN18824126	ASM2038805v1	AW1.7	AW1.7	ONT	3	5131606	211.0		SRR14347921	OXFORD_NANOPORE	98.15	1.2	13.657739
GCF_020540945.1	Escherichia coli	562	PRJNA770738	SAMN22232796	ASM2054094v1	P24_WM1_05.20	P24_WM1_05.20	Illumina;ONT	4	5189086	1017.0		SRR18439260	OXFORD_NANOPORE	99.04	0.34	54.3633
GCF_020540965.1	Escherichia coli	562	PRJNA770738	SAMN22251340	ASM2054096v1	P30_L1_05.20	P30_L1_05.20	Illumina;ONT	3	5094215	411.0		SRR18439258	OXFORD_NANOPORE	98.54	1.36	24.352707
GCF_020540985.1	Escherichia coli	562	PRJNA770738	SAMN22251350	ASM2054098v1	P31_YH1_02.21	P31_YH1_02.21	Illumina;ONT	6	5484552	419.0		SRR18439256	OXFORD_NANOPORE	99.45	0.77	86.53928
GCF_020541005.1	Escherichia coli	562	PRJNA770738	SAMN22251400	ASM2054100v1	P27_L1_05.20	P27_L1_05.20	Illumina;ONT	5	5177823	412.0		SRR18439254	OXFORD_NANOPORE	99.45	0.59	86.53928
