Run Accession	Assembly Accession	Organism Name	Organism Taxonomic ID	Assembly BioProject Accession	Assembly BioSample Accession	Assembly Name	Organism Infraspecific Names Strain	Assembly BioSample Strain 	Assembly Sequencing Tech	Assembly Stats Total Number of Chromosomes	Assembly Stats Total Sequence Length	Assembly Stats Genome Coverage	Assembly BioSample Project name  	Instrument Platform	CheckM completeness	CheckM contamination	CheckM completeness percentile	Assembly Release Date
SRR9849538	GCF_022409515.1	Bordetella pertussis	520	PRJNA556977	SAMN12385766	ASM2240951v1	NZ7	NZ7	Illumina;ONT	1	4134221	370.0		OXFORD_NANOPORE	97.28	0.58	94.34137	2022-02-28
SRR9849535	GCF_022409535.1	Bordetella pertussis	520	PRJNA556977	SAMN12385765	ASM2240953v1	NZ6	NZ6	Illumina;ONT	1	4107406	428.0		OXFORD_NANOPORE	97.28	0.58	94.34137	2022-02-28
SRR15006055	GCF_023035675.1	Borrelia hermsii DAH	314723	PRJNA637792	SAMN18441553	ASM2303567v1	DAH	DAH	Illumina;ONT	12	1498568	465.0		OXFORD_NANOPORE	99.78	0.08	90.90909	2022-04-18
SRR15006054	GCF_023035795.1	Borrelia nietonii YOR	1293576	PRJNA637792	SAMN18441554	ASM2303579v1	YOR	YOR	Illumina;ONT	11	1579967	125.0		OXFORD_NANOPORE	99.69	1.59	100.0	2022-04-18
SRR15006051	GCF_023035815.1	Borrelia parkeri	141	PRJNA637792	SAMN18441556	ASM2303581v1	SLO	SLO	Illumina;ONT	17	1599772	258.0		OXFORD_NANOPORE	99.69	1.52	100.0	2022-04-18
SRR15006052	GCF_023035875.1	Borrelia puertoricensis	2756107	PRJNA637792	SAMN19000909	ASM2303587v1	SUM	SUM	Illumina;ONT	23	1868579	1138.0		OXFORD_NANOPORE	99.83	1.52	100.0	2022-04-18
SRR25110884	GCF_036362965.1	Borrelia turicatae	142	PRJNA990475	SAMN36268382	ASM3636296v1	BTCAM1	BTCAM1	Illumina;ONT	17	1575041	439.0		OXFORD_NANOPORE	99.65	1.52	100.0	2024-02-05
SRR15006049	GCF_023035855.1	Borrelia turicatae 91E135	314724	PRJNA637792	SAMN18441557	ASM2303585v1	91E135	91E135	Illumina;ONT	16	1564967	155.0		OXFORD_NANOPORE	99.65	1.52	100.0	2022-04-18
SRR15006050	GCF_023035835.1	Borrelia venezuelensis	1653839	PRJNA637792	SAMN15156993	ASM2303583v1	RMA01	RMA01	Illumina;ONT	11	1282705	1345.0		OXFORD_NANOPORE	99.48	1.52	100.0	2022-04-18
SRR20852345	GCF_026020075.1	Bosea sp. NBC_00550	2969621	PRJNA861150	SAMN29888037	ASM2602007v1	NBC_00550	NBC_00550	Illumina;ONT	2	6267852	194.0		OXFORD_NANOPORE	99.8	0.41	100.0	2022-11-07
SRR30602136	GCF_042700715.1	Bosea sp. UC22_33	3350165	PRJNA1090919	SAMN43526781	Isolate33	UC22_33	UC22_33	ONT	1	5447794	94.0		OXFORD_NANOPORE	97.54	0.41	100.0	2024-10-10
SRR10609650	GCF_017751225.1	Brachyspira hyodysenteriae	159	PRJNA594292	SAMN13511716	ASM1775122v1	Bh743-7	Bh743-7	ONT	2	3085162	100.0		OXFORD_NANOPORE	96.78	0.99	87.323944	2021-04-05
SRR10609644	GCF_017751165.1	Brachyspira hyodysenteriae	159	PRJNA594292	SAMN13511719	ASM1775116v1	BHZ755	BHZ755	ONT	2	3035657	100.0		OXFORD_NANOPORE	96.89	1.39	88.02817	2021-04-05
SRR10609646	GCF_017751185.1	Brachyspira hyodysenteriae	159	PRJNA594292	SAMN13511718	ASM1775118v1	BHZ526	BHZ526	ONT	2	3036451	100.0		OXFORD_NANOPORE	97.35	1.12	95.07042	2021-04-05
SRR17782760	GCF_011068405.5	Bradyrhizobium barranii subsp. barranii	2823807	PRJNA608878	SAMN14212100	ASM1106840v5	323S2	323S2	PacBio	5	11474152	687.0		PACBIO_SMRT	99.52	0.3	100.0	2021-12-15
SRR14069081	GCF_011068405.5	Bradyrhizobium barranii subsp. barranii	2823807	PRJNA608878	SAMN14212100	ASM1106840v5	323S2	323S2	PacBio	5	11474152	687.0		PACBIO_SMRT	99.52	0.3	100.0	2021-12-15
SRR14069006	GCF_017565645.3	Bradyrhizobium barranii subsp. barranii	2823807	PRJNA714589	SAMN18312838	ASM1756564v3	144S4	144S4	PacBio	4	11399526	149.0		PACBIO_SMRT	99.52	0.69	100.0	2021-11-09
SRR13067350	GCF_015624505.1	Bradyrhizobium commune	83627	PRJNA662585	SAMN16089659	ASM1562450v1	BDV5040	BDV5040	Illumina;ONT	1	7622528	400.0		OXFORD_NANOPORE	99.26	0.82	100.0	2020-11-20
SRR30076316	GCF_021044685.1	Bradyrhizobium daqingense	993502	PRJNA781976	SAMN23310456	ASM2104468v1	CCBAU 15774	CCBAU 15774	PacBio	1	7998085	1119.0		PACBIO_SMRT	99.36	0.16	100.0	2021-12-05
SRR12919160	GCF_016616885.1	Bradyrhizobium diazoefficiens	1355477	PRJNA669073	SAMN16433574	ASM1661688v1	36_1	36_1	Illumina;ONT	1	8085095	113.0		OXFORD_NANOPORE	99.7	0.04	91.860466	2021-01-12
SRR24363120	GCF_030584565.1	Bradyrhizobium elkanii	29448	PRJNA962167	SAMN34405183	ASM3058456v1	S15H-Be	S15H-Be	PacBio	2	9993776	82.1		PACBIO_SMRT	99.58	1.21	97.70115	2023-08-02
SRR13067349	GCF_015624485.1	Bradyrhizobium genosp. L	83637	PRJNA662585	SAMN16089660	ASM1562448v1	BDV5419	BDV5419	Illumina;ONT	1	7401610	400.0		OXFORD_NANOPORE	98.71	0.22	100.0	2020-11-20
SRR24363422	GCF_030584745.1	Bradyrhizobium japonicum	375	PRJNA962175	SAMN34405187	ASM3058474v1	S04E-Bj	S04E-Bj	PacBio	1	9706274	100.2		PACBIO_SMRT	99.63	0.47	93.6	2023-08-02
SRR24363119	GCF_030584785.1	Bradyrhizobium japonicum	375	PRJNA962173	SAMN34405188	ASM3058478v1	S06K-Bj	S06K-Bj	PacBio	1	9677243	120.3		PACBIO_SMRT	99.56	0.46	88.8	2023-08-02
SRR19205248	GCF_021088345.1	Bradyrhizobium ontarionense	2898149	PRJNA783021	SAMN23412897	ASM2108834v1	A19	A19	PacBio	1	8435845	634.0		PACBIO_SMRT	99.11	0.76	100.0	2021-12-07
SRR30076315	GCF_017493175.3	Bradyrhizobium quebecense	2748629	PRJNA714947	SAMN18321481	ASM1749317v3	12S5	12S5	PacBio	2	8753169	1421.0		PACBIO_SMRT	100.0	0.96	100.0	2021-12-15
SRR14069623	GCF_017493175.3	Bradyrhizobium quebecense	2748629	PRJNA714947	SAMN18321481	ASM1749317v3	12S5	12S5	PacBio	2	8753169	1421.0		PACBIO_SMRT	100.0	0.96	100.0	2021-12-15
SRR30049938	GCF_011516645.4	Bradyrhizobium septentrionale	1404411	PRJNA612041	SAMN14360499	ASM1151664v4	1S1	1S1	PacBio	4	10410654	386.0		PACBIO_SMRT	99.36	0.62	100.0	2021-12-15
SRR13642592	GCF_011516645.4	Bradyrhizobium septentrionale	1404411	PRJNA612041	SAMN14360499	ASM1151664v4	1S1	1S1	PacBio	4	10410654	386.0		PACBIO_SMRT	99.36	0.62	100.0	2021-12-15
SRR12935990	GCF_023101105.1	Bradyrhizobium sp. 155	2782629	PRJNA671608	SAMN16538585	ASM2310110v1	155	155	ONT	3	8543891	99.0		OXFORD_NANOPORE	98.5	0.64	100.0	2022-04-25
SRR12935974	GCF_023101085.1	Bradyrhizobium sp. 170	2782641	PRJNA671608	SAMN16538597	ASM2310108v1	170	170	ONT	1	9195219	104.0		OXFORD_NANOPORE	99.2	1.7	100.0	2022-04-25
SRR12935970	GCF_023101065.1	Bradyrhizobium sp. 172	2782643	PRJNA671608	SAMN16538599	ASM2310106v1	172	172	ONT	2	8514676	132.0		OXFORD_NANOPORE	99.02	0.3	100.0	2022-04-25
SRR12935959	GCF_023101045.1	Bradyrhizobium sp. 183	2782652	PRJNA671608	SAMN16538608	ASM2310104v1	183	183	ONT	3	8795756	147.0		OXFORD_NANOPORE	99.24	0.74	100.0	2022-04-25
SRR12935957	GCF_023101025.1	Bradyrhizobium sp. 184	2782653	PRJNA671608	SAMN16538609	ASM2310102v1	184	184	ONT	3	8798068	106.0		OXFORD_NANOPORE	99.24	0.74	100.0	2022-04-25
SRR12935955	GCF_023101685.1	Bradyrhizobium sp. 186	2782654	PRJNA671608	SAMN16538610	ASM2310168v1	186	186	ONT	2	10772313	114.0		OXFORD_NANOPORE	99.89	2.15	100.0	2022-04-25
SRR12935953	GCF_023101005.1	Bradyrhizobium sp. 187	2782655	PRJNA671608	SAMN16538611	ASM2310100v1	187	187	ONT	2	8358211	142.0		OXFORD_NANOPORE	98.8	0.74	100.0	2022-04-25
SRR12935947	GCF_023100985.1	Bradyrhizobium sp. 191	2782659	PRJNA671608	SAMN16538615	ASM2310098v1	191	191	ONT	1	8312872	107.0		OXFORD_NANOPORE	99.39	0.96	100.0	2022-04-25
SRR12935945	GCF_023100965.1	Bradyrhizobium sp. 192	2782660	PRJNA671608	SAMN16538616	ASM2310096v1	192	192	ONT	2	8489442	129.0		OXFORD_NANOPORE	99.87	0.74	100.0	2022-04-25
SRR12935942	GCF_023101665.1	Bradyrhizobium sp. 195	2782662	PRJNA671608	SAMN16538618	ASM2310166v1	195	195	ONT	3	9137078	106.0		OXFORD_NANOPORE	99.85	0.63	100.0	2022-04-25
SRR12936035	GCF_023100945.1	Bradyrhizobium sp. 200	2782665	PRJNA671608	SAMN16538622	ASM2310094v1	200	200	ONT	1	9494728	123.0		OXFORD_NANOPORE	98.62	2.51	100.0	2022-04-25
SRR30238161	GCF_036923295.1	Bradyrhizobium sp. 26S5	3139729	PRJNA1076557	SAMN39945328	ASM3692329v1	26S5	26S5	PacBio	3	9919656	8632.0		PACBIO_SMRT	98.99	0.88	100.0	2024-04-05
SRR30162148	GCF_037217225.1	Bradyrhizobium sp. 27S5	3139728	PRJNA1086487	SAMN40378463	ASM3721722v1	27S5	27S5	PacBio	3	9426838	6727.0		PACBIO_SMRT	98.91	0.16	100.0	2024-04-05
SRR30162149	GCF_011516625.5	Bradyrhizobium sp. 2S1	1404429	PRJNA612049	SAMN14360511	ASM1151662v5	2S1	2S1	PacBio	3	11093179	5562.0		PACBIO_SMRT	98.37	0.2	100.0	2024-04-06
SRR12936016	GCF_023100905.1	Bradyrhizobium sp. 4	2782678	PRJNA671608	SAMN16538637	ASM2310090v1	4	4	ONT	2	8094900	616.0		OXFORD_NANOPORE	99.91	1.11	100.0	2022-04-25
SRR12936022	GCF_023100925.1	Bradyrhizobium sp. 40	2782674	PRJNA671608	SAMN16538632	ASM2310092v1	40	40	ONT	1	7471060	107.0		OXFORD_NANOPORE	99.5	0.3	100.0	2022-04-25
SRR30089028	GCF_011516665.3	Bradyrhizobium sp. 41S5	1404443	PRJNA612039	SAMN14360474	ASM1151666v3	41S5	41S5	PacBio	2	8636450	394.0		PACBIO_SMRT	98.96	1.21	100.0	2021-12-06
SRR17042239	GCF_030272265.2	Bradyrhizobium sp. 62B	2898442	PRJNA782308	SAMN23371906	ASM3027226v2	62B	62B	Illumina;ONT	2	8149227	152.0		OXFORD_NANOPORE	99.62	0.15	100.0	2023-11-29
SRR17042238	GCF_030272265.2	Bradyrhizobium sp. 62B	2898442	PRJNA782308	SAMN23371906	ASM3027226v2	62B	62B	Illumina;ONT	2	8149227	152.0		OXFORD_NANOPORE	99.62	0.15	100.0	2023-11-29
SRR17042237	GCF_030272265.2	Bradyrhizobium sp. 62B	2898442	PRJNA782308	SAMN23371906	ASM3027226v2	62B	62B	Illumina;ONT	2	8149227	152.0		OXFORD_NANOPORE	99.62	0.15	100.0	2023-11-29
SRR17042240	GCF_030272265.2	Bradyrhizobium sp. 62B	2898442	PRJNA782308	SAMN23371906	ASM3027226v2	62B	62B	Illumina;ONT	2	8149227	152.0		OXFORD_NANOPORE	99.62	0.15	100.0	2023-11-29
SRR30223606	GCF_042076515.1	Bradyrhizobium sp. A5	3133696	PRJNA1089209	SAMN40530420	ASM4207651v1	A5	A5	PacBio	1	7079060	271.0		PACBIO_SMRT	99.17	0.16	100.0	2024-09-21
SRR30167947	GCF_031202265.1	Bradyrhizobium sp. Ash2021	2954771	PRJNA851850	SAMN29254931	ASM3120226v1	Ash2021	Ash2021	Illumina;ONT	2	9704287	71.0		OXFORD_NANOPORE	99.41	2.68	100.0	2023-09-06
SRR26335727	GCF_032917985.1	Bradyrhizobium sp. BWA-3-5	3080013	PRJNA1023532	SAMN37684780	ASM3291798v1	BWA-3-5	BWA-3-5	ONT	2	8041125	188.0		OXFORD_NANOPORE	99.6	1.52	100.0	2023-10-22
SRR26335726	GCF_032917965.1	Bradyrhizobium sp. BWC-3-1	3080012	PRJNA1023532	SAMN37683990	ASM3291796v1	BWC-3-1	BWC-3-1	ONT	1	8767305	161.0		OXFORD_NANOPORE	99.1	0.1	100.0	2023-10-22
SRR17030678	GCF_023375135.1	Bradyrhizobium sp. C-145	574727	PRJNA782308	SAMN23371896	ASM2337513v1	C-145	C-145	Illumina;ONT	1	9529571	124.0		OXFORD_NANOPORE	99.1	0.61	100.0	2022-05-16
SRR12936005	GCF_023100665.1	Bradyrhizobium sp. CW1	2782686	PRJNA671608	SAMN16538646	ASM2310066v1	CW1	CW1	ONT	2	8663238	131.0		OXFORD_NANOPORE	99.59	0.69	100.0	2022-04-25
SRR13260924	GCF_022354745.1	Bradyrhizobium sp. I71	2590772	PRJNA549647	SAMN12094990	ASM2235474v1	I71	I71	Illumina;ONT	1	7832041	106.0		OXFORD_NANOPORE	99.99	1.14	100.0	2022-02-22
SRR21292614	GCF_029909955.1	Bradyrhizobium sp. ISRA426	2866191	PRJNA742876	SAMN20568701	ASM2990995v1	ISRA426	ISRA426	ONT	1	8569708	217.9		OXFORD_NANOPORE	99.99	0.72	100.0	2023-05-01
SRR21294699	GCF_029909975.1	Bradyrhizobium sp. ISRA430	2866192	PRJNA742876	SAMN20568702	ASM2990997v1	ISRA430	ISRA430	ONT	1	8564906	214.4		OXFORD_NANOPORE	99.99	0.73	100.0	2023-05-01
SRR21293168	GCF_029909975.1	Bradyrhizobium sp. ISRA430	2866192	PRJNA742876	SAMN20568702	ASM2990997v1	ISRA430	ISRA430	ONT	1	8564906	214.4		OXFORD_NANOPORE	99.99	0.73	100.0	2023-05-01
SRR21295172	GCF_029910015.1	Bradyrhizobium sp. ISRA436	2866195	PRJNA742876	SAMN20568705	ASM2991001v1	ISRA436	ISRA436	ONT	2	7826442	271.0		OXFORD_NANOPORE	99.41	1.71	100.0	2023-05-01
SRR21295027	GCF_029910035.1	Bradyrhizobium sp. ISRA437	2866196	PRJNA742876	SAMN20568706	ASM2991003v1	ISRA437	ISRA437	ONT	2	7826830	211.9		OXFORD_NANOPORE	99.41	1.71	100.0	2023-05-01
SRR21295096	GCF_029910055.1	Bradyrhizobium sp. ISRA443	2866198	PRJNA742876	SAMN20568708	ASM2991005v1	ISRA443	ISRA443	ONT	2	7825008	337.7		OXFORD_NANOPORE	99.41	1.71	100.0	2023-05-01
SRR10064723	GCF_005937905.2	Bradyrhizobium sp. KBS0725	2578113	PRJNA539822	SAMN11620955	ASM593790v2	KBS0725	KBS0725	Illumina;ONT	1	7308410	25.0		OXFORD_NANOPORE	98.38	2.09	100.0	2019-07-31
SRR10064720	GCF_005937885.2	Bradyrhizobium sp. KBS0727	2578114	PRJNA539822	SAMN11620956	ASM593788v2	KBS0727	KBS0727	Illumina;ONT	1	7308448	23.0		OXFORD_NANOPORE	98.38	2.09	100.0	2019-07-31
SRR26337672	GCF_032918005.1	Bradyrhizobium sp. NDS-1	3080014	PRJNA1023532	SAMN37684784	ASM3291800v1	NDS-1	NDS-1	ONT	1	7645890	190.0		OXFORD_NANOPORE	99.75	0.59	100.0	2023-10-22
SRR24796020	GCF_030378205.1	Bradyrhizobium sp. NP1	3049772	PRJNA975924	SAMN35351387	ASM3037820v1	NP1	NP1	Illumina;ONT	1	7712921	56.0		OXFORD_NANOPORE	98.8	2.0	100.0	2023-06-30
SRR26336054	GCF_032917945.1	Bradyrhizobium sp. sBnM-33	2831780	PRJNA1023532	SAMN37684830	ASM3291794v1	sBnM-33	sBnM-33	ONT	1	9184954	146.0		OXFORD_NANOPORE	98.7	2.08	100.0	2023-10-22
SRR9097968	GCF_005484965.1	Brenneria nigrifluens DSM 30175 = ATCC 13028	1121120	PRJNA478423	SAMN10415317	ASM548496v1	ATCC 13028	ATCC 13028	Illumina;ONT	1	4891702	75.0		OXFORD_NANOPORE	100.0	0.41	100.0	2019-05-17
SRR9970117	GCF_005484965.1	Brenneria nigrifluens DSM 30175 = ATCC 13028	1121120	PRJNA478423	SAMN10415317	ASM548496v1	ATCC 13028	ATCC 13028	Illumina;ONT	1	4891702	75.0		OXFORD_NANOPORE	100.0	0.41	100.0	2019-05-17
SRR9097966	GCF_005484945.1	Brenneria rubrifaciens	55213	PRJNA478423	SAMN10415318	ASM548494v1	6D370	6D370	Illumina;ONT	1	4028093	450.0		OXFORD_NANOPORE	100.0	1.1	100.0	2019-05-17
SRR9970116	GCF_005484945.1	Brenneria rubrifaciens	55213	PRJNA478423	SAMN10415318	ASM548494v1	6D370	6D370	Illumina;ONT	1	4028093	450.0		OXFORD_NANOPORE	100.0	1.1	100.0	2019-05-17
SRR14103433	GCF_041529965.1	Brevibacillus laterosporus	1465	PRJNA716886	SAMN18472200	ASM4152996v1	SN19-1	SN19-1	PacBio	2	5329607	200.0		PACBIO_SMRT	98.34	2.63	92.45283	2024-08-29
SRR23097117	GCF_028201555.1	Brevibacterium sp. BDJS002	3020906	PRJNA309469	SAMN32648651	ASM2820155v1	BDJS002	BDJS002	ONT;Other	1	4212116	200.0		OXFORD_NANOPORE	95.07	2.79	100.0	2023-01-29
SRR19328590	GCF_023573565.1	Brevundimonas albigilva	1312364	PRJNA839525	SAMN28535409	ASM2357356v1	TT17	TT17	Illumina;ONT	1	3336758	924.0		OXFORD_NANOPORE	98.94	2.53	100.0	2022-05-29
SRR27033692	GCF_034424665.1	Brevundimonas bullata	13160	PRJNA1047486	SAMN38562700	ASM3442466v1	HAMBI_0262	HAMBI_0262	PacBio	1	3484100	184.0		PACBIO_SMRT	99.38	2.91	85.71429	2023-12-17
SRR13757155	GCF_017086445.1	Brevundimonas fontaquae	2813778	PRJNA703419	SAMN17981633	ASM1708644v1	CS1	CS1	Illumina;ONT	1	3300602	1596.6		OXFORD_NANOPORE	98.45	1.11	100.0	2021-03-01
SRR13758474	GCF_017086445.1	Brevundimonas fontaquae	2813778	PRJNA703419	SAMN17981633	ASM1708644v1	CS1	CS1	Illumina;ONT	1	3300602	1596.6		OXFORD_NANOPORE	98.45	1.11	100.0	2021-03-01
SRR12951179	GCF_017487405.1	Brevundimonas goettingensis	2774190	PRJNA664918	SAMN16237121	ASM1748740v1	LVF2	LVF2	Illumina;ONT	1	3984955	245.4		OXFORD_NANOPORE	98.33	2.69	100.0	2021-03-19
SRR8697008	GCF_004421065.1	Brevundimonas naejangsanensis	588932	PRJNA243331	SAMN10862243	ASM442106v1	FS1091	FS1091	Illumina;ONT	1	3150039	74.0	GenomeTrakr	OXFORD_NANOPORE	99.07	1.74	77.27273	2019-03-27
SRR22876612	GCF_027912515.1	Brevundimonas sp. NIBR10	3015997	PRJNA913979	SAMN32316759	ASM2791251v1	NIBR10	NIBR10	PacBio	1	4006378	945.0		PACBIO_SMRT	98.01	2.64	100.0	2023-01-18
SRR22876607	GCF_027912535.1	Brevundimonas sp. NIBR11	3015999	PRJNA914052	SAMN32317048	ASM2791253v1	NIBR11	NIBR11	PacBio	1	3166259	6911.0		PACBIO_SMRT	98.5	1.24	100.0	2023-01-18
SRR14074355	GCF_017797885.1	Brucella sp. 458	2821140	PRJNA549556	SAMN18395631	ASM1779788v1			Illumina;ONT	2	3316585	180.0		OXFORD_NANOPORE	98.27	1.66	100.0	2021-04-06
SRR13170267	GCF_015832115.1	Brucella sp. BO2	693750	PRJNA549556	SAMN16909640	ASM1583211v1	BO2	BO2	Illumina;ONT	2	3290672	53.0		OXFORD_NANOPORE	98.45	1.74	100.0	2020-12-08
SRR10810416	GCF_014084005.1	Brucella sp. BO3	2691913	PRJNA597040	SAMN13656845	ASM1408400v1	BO3	BO3	Illumina;ONT	2	3378310	85.0		OXFORD_NANOPORE	98.35	2.27	100.0	2020-08-06
SRR29688561	GCF_041380365.1	Buchananella sp. 14KM1171	3231489	PRJNA1130396	SAMN42187889	ASM4138036v1	14KM1171	14KM1171	PacBio	1	2364007	152.0		PACBIO_SMRT	98.75	0.47	100.0	2024-08-22
SRR29688560	GCF_041380175.1	Buchananella sp. 17KM0085	3231490	PRJNA1130396	SAMN42187890	ASM4138017v1	17KM0085	17KM0085	PacBio	1	2403676	178.0		PACBIO_SMRT	99.23	0.47	100.0	2024-08-22
SRR29688559	GCF_041380025.1	Buchananella sp. 22MD1345	3231491	PRJNA1130396	SAMN42187891	ASM4138002v1	22MD1345	22MD1345	PacBio	1	2348918	193.0		PACBIO_SMRT	98.99	0.47	100.0	2024-08-22
SRR29688558	GCF_041380015.1	Buchananella sp. 22MD1512	3231492	PRJNA1130396	SAMN42187892	ASM4138001v1	22MD1512	22MD1512	PacBio	1	2374838	186.0		PACBIO_SMRT	99.46	0.71	100.0	2024-08-22
SRR30058561	GCF_041070875.1	Burkholderia cepacia	292	PRJNA1141197	SAMN42883091	ASM4107087v1	JK6	JK6	Illumina;PacBio	3	8104269	114.0		PACBIO_SMRT	99.37	1.51	77.483444	2024-08-07
SRR10321932	GCF_009191525.1	Burkholderia contaminans	488447	PRJNA439184	SAMN08741666	ASM919152v1	SK875	SK875	Illumina;PacBio	4	8596045	1.0		PACBIO_SMRT	100.0	0.09	100.0	2019-10-21
SRR16259204	GCF_019930785.1	Burkholderia dolosa	152500	PRJNA231221	SAMN20888880	ASM1993078v1	FDAARGOS_1463	FDAARGOS_1463	Illumina;PacBio	3	6195642	799.4		PACBIO_SMRT	100.0	0.14	100.0	2021-09-12
SRR13183063	GCF_016889205.1	Burkholderia dolosa	152500	PRJNA231221	SAMN16357414	ASM1688920v1	FDAARGOS_1272	FDAARGOS_1272	Illumina;PacBio	3	6409097	790.1		PACBIO_SMRT	100.0	0.14	100.0	2021-02-15
SRR13183065	GCF_016889205.1	Burkholderia dolosa	152500	PRJNA231221	SAMN16357414	ASM1688920v1	FDAARGOS_1272	FDAARGOS_1272	Illumina;PacBio	3	6409097	790.1		PACBIO_SMRT	100.0	0.14	100.0	2021-02-15
SRR13183064	GCF_016889205.1	Burkholderia dolosa	152500	PRJNA231221	SAMN16357414	ASM1688920v1	FDAARGOS_1272	FDAARGOS_1272	Illumina;PacBio	3	6409097	790.1		PACBIO_SMRT	100.0	0.14	100.0	2021-02-15
SRR12066800	GCF_016026055.1	Burkholderia glumae	337	PRJNA231221	SAMN13450479	ASM1602605v1	FDAARGOS_949	FDAARGOS_949	Illumina;PacBio	4	6820876	661.0		PACBIO_SMRT	99.47	0.2	76.81159	2020-12-14
SRR24860068	GCF_033956065.1	Burkholderia mallei	13373	PRJNA954830	SAMN34156470	ASM3395606v1	ATCC 23344	ATCC 23344	Illumina;ONT	2	5834748	261.0		OXFORD_NANOPORE	98.09	0.71	98.21429	2023-11-27
SRR24860065	GCF_033870355.1	Burkholderia mallei	13373	PRJNA954830	SAMN34156473	ASM3387035v1	Zagreb	Zagreb	Illumina;ONT	2	5821656	250.0		OXFORD_NANOPORE	97.78	0.71	86.60714	2023-11-21
SRR24860066	GCF_033870375.1	Burkholderia mallei	13373	PRJNA954830	SAMN34156472	ASM3387037v1	Mukteswar	Mukteswar	Illumina;ONT	2	5755398	323.0		OXFORD_NANOPORE	97.78	0.71	86.60714	2023-11-21
SRR24860067	GCF_033870395.1	Burkholderia mallei	13373	PRJNA954830	SAMN34156471	ASM3387039v1	Bogor	Bogor	Illumina;ONT	1	5822796	275.0		OXFORD_NANOPORE	97.78	0.71	86.60714	2023-11-21
SRR27187200	GCF_036352035.1	Burkholderia multivorans	87883	PRJNA812595	SAMN38122035	ASM3635203v1	2023CK-01339	2023CK-01339	Illumina;ONT	3	6693153	20.0		OXFORD_NANOPORE	98.46	1.89	81.818184	2024-02-04
SRR8989648	GCF_008693485.1	Burkholderia multivorans	87883	PRJNA231221	SAMN11056338	ASM869348v1	FDAARGOS_623	FDAARGOS_623	Illumina;PacBio	3	6478619	806.9		PACBIO_SMRT	98.79	0.71	94.10774	2019-09-25
SRR5949107	GCF_001975125.1	Burkholderia pseudomallei	28450	PRJNA339871	SAMN04226311	ASM197512v1	MSHR4083	MSHR4083	Illumina;PacBio	2	7437059	13.0		PACBIO_SMRT	99.29	1.26	82.90766	2017-01-30
SRR5949108	GCF_001975145.1	Burkholderia pseudomallei	28450	PRJNA339871	SAMN04226303	ASM197514v1	MSHR3763	MSHR3763	Illumina;PacBio	2	7436980	13.0		PACBIO_SMRT	99.29	1.26	82.90766	2017-01-30
SRR6413814	GCF_002843645.1	Burkholderia pseudomallei	28450	PRJNA321854	SAMN06473485	ASM284364v1	MSHR1435	MSHR1435	PacBio	2	7278330	50.0		PACBIO_SMRT	99.36	1.03	98.37917	2017-12-17
SRR5282539	GCF_002860065.1	Burkholderia pseudomallei	28450	PRJNA342555	SAMN05762138	ASM286006v1	14M0960418	14M0960418	PacBio	2	7222235	140.0		PACBIO_SMRT	99.37	1.3	98.722984	2018-01-04
SRR9027110	GCF_004842085.1	Burkholderia pseudomallei	28450	PRJNA474798	SAMN09373889	ASM484208v1	HNBP001	HNBP001	PacBio	2	7163595	99.2		PACBIO_SMRT	99.36	0.92	98.37917	2019-04-23
SRR15140980	GCF_018417535.1	Burkholderia pyrrocinia	60550	PRJNA673262	SAMN18011282	ASM1841753v1	Hargis	Hargis	PacBio	3	8538927	281.0		PACBIO_SMRT	100.0	0.88	100.0	2021-05-20
SRR16676985	GCF_020843965.1	Burkholderia sp. B21-005	2890406	PRJNA775892	SAMN22635686	ASM2084396v1	B21-005	B21-005	PacBio	3	7720745	159.0		PACBIO_SMRT	99.38	0.21	100.0	2021-11-12
SRR16676988	GCF_020843945.1	Burkholderia sp. B21-007	2890407	PRJNA775892	SAMN22635688	ASM2084394v1	B21-007	B21-007	PacBio	3	7796014	136.0		PACBIO_SMRT	99.89	0.21	100.0	2021-11-12
SRR28748141	GCF_040761425.1	Burkholderia sp. Ed8	3112957	PRJNA1062027	SAMN39285319	ASM4076142v1	Ed8	Ed8	ONT	5	8481333	112.0		OXFORD_NANOPORE	99.88	0.33	100.0	2024-07-19
SRR22250794	GCF_028657905.1	Burkholderia sp. FERM BP-3421	1494466	PRJNA899914	SAMN31673526	ASM2865790v1	FERM BP-3421	FERM BP-3421	Illumina;ONT	4	7732058	38.0		OXFORD_NANOPORE	99.01	1.43	100.0	2023-02-16
DRR202929	GCF_009938265.1	Burkholderia sp. THE68	758782	PRJDB9142	SAMD00199168	ASM993826v1	THE68	THE68	Illumina;ONT	6	7982451	234.0	Genome sequencing of Burkholderia sp. THE68, a bacterial gut symbiont of Togo hemipterus	OXFORD_NANOPORE	100.0	1.29	100.0	2020-01-08
SRR16249240	GCF_020099355.1	Burkholderia vietnamiensis	60552	PRJNA231221	SAMN21218844	ASM2009935v1	FDAARGOS_1488	FDAARGOS_1488	Illumina;PacBio	4	6930499	949.8		PACBIO_SMRT	100.0	0.09	100.0	2021-09-23
SRR15171293	GCF_025148635.1	Butyricimonas virosa	544645	PRJNA746600	SAMN20222670	ASM2514863v1	DSM 23226	DSM 23226	Illumina;ONT	1	4813254	100.0		OXFORD_NANOPORE	97.88	0.62	100.0	2022-09-12
